selection_order,dataset,split,source_id,source_label,donor_id,target_label,source_text_hash,control_text_hash,changed_intent_bearing_concept,boundary_class,label_risk_stratum,eligibility,donor_reuse_count_after_selection
145,BANKING77,test,banking77:test:02961,apple_pay_or_google_pay,banking77:test:00780,wrong_amount_of_cash_received,f755b2f6fd563a72014ce80eef7b0e25d327427d42a66efd14cf25d16ed058fd,63348c15fbf7c35a3dcd2bc266b18b736830f12f5f2b66609c77ae0713c1b98a,official route changes from apple_pay_or_google_pay to wrong_amount_of_cash_received,ORDINARY,lower_proxy_risk,ELIGIBLE,1
146,BANKING77,test,banking77:test:00481,age_limit,banking77:test:00781,wrong_amount_of_cash_received,c0deb4e56903d4287e0facf9b8476219a91cc591e4a6aff00e1b9d7ed3a474c0,940d4c76144ef1a0e4ced5960b0f53688465b0541923760c1d4c80e89cb3ae78,official route changes from age_limit to wrong_amount_of_cash_received,ORDINARY,lower_proxy_risk,ELIGIBLE,1
147,BANKING77,test,banking77:test:02841,activate_my_card,banking77:test:00782,wrong_amount_of_cash_received,3106dbcd7026bac730e62ef8b4c90c43bc047674a446f44673fa25822f0d84ff,ea6ccfa4146e7e05212cb005dae2b75a375acc1efffa2c1d8f93571a2bcbbcaf,official route changes from activate_my_card to wrong_amount_of_cash_received,ORDINARY,lower_proxy_risk,ELIGIBLE,1
148,BANKING77,test,banking77:test:01761,Refund_not_showing_up,banking77:test:00783,wrong_amount_of_cash_received,52a772cf2c277306c6c4c65c822e4336de24ef9f14f586a7d4a9af47bf3e0f7b,59e403038de1363b70685025118ef1034ab3eca70aa4dffd0400667b00e926c9,official route changes from Refund_not_showing_up to wrong_amount_of_cash_received,ORDINARY,lower_proxy_risk,ELIGIBLE,1
149,BANKING77,test,banking77:test:02561,wrong_exchange_rate_for_cash_withdrawal,banking77:test:01166,why_verify_identity,f82178d3c3e58199279e732a6a37b6f89cdea3371d9dcc2f8f53f749f424cb76,d90fdd4c69b1a6ac9cb224eb6c7033458f26194cb12ca3d21b4c11ed085a6702,official route changes from wrong_exchange_rate_for_cash_withdrawal to why_verify_identity,ORDINARY,lower_proxy_risk,ELIGIBLE,1
150,BANKING77,test,banking77:test:00762,wrong_amount_of_cash_received,banking77:test:01167,why_verify_identity,c79cafed88d014471ac0e071e3d0064cbd62d82a76310c0cd53ce845825f0690,35f6ec6072079c9a7a4ec1274428928d842c1eaf7c93e18e0b58b6a1ef18c0fb,official route changes from wrong_amount_of_cash_received to why_verify_identity,ORDINARY,lower_proxy_risk,ELIGIBLE,1
151,BANKING77,test,banking77:test:01162,why_verify_identity,banking77:test:00784,wrong_amount_of_cash_received,1c5279cb1b2d2a07168d1fa2a4cc96813b788008001fc36fec21f5dbbb97a73f,eb52543628bb843d81ce0699fc3570c73b65c0af58e4f3216aca1205ae313e9f,official route changes from why_verify_identity to wrong_amount_of_cash_received,ORDINARY,lower_proxy_risk,ELIGIBLE,1
152,BANKING77,test,banking77:test:01282,visa_or_mastercard,banking77:test:00785,wrong_amount_of_cash_received,10ab388b00431d115e9eaa678cc9b7f94758bf80b7f9281c950f74edc1dc4da4,b0aaca85ad6990b1b0176f28776899991fc5895b002cb67b020dd7b7a9869976,official route changes from visa_or_mastercard to wrong_amount_of_cash_received,ORDINARY,lower_proxy_risk,ELIGIBLE,1
153,BANKING77,test,banking77:test:02521,virtual_card_not_working,banking77:test:00786,wrong_amount_of_cash_received,e17eed6db42cc89fc933f84c599b5e8ee2fd9d6e73dea634b0d779e4719df6fa,342b3cc4f27656d57fcc0d90cabf939296ea68e60f1c0303b0cf45e9ab356e55,official route changes from virtual_card_not_working to wrong_amount_of_cash_received,ORDINARY,lower_proxy_risk,ELIGIBLE,1
154,BANKING77,test,banking77:test:02362,verify_top_up,banking77:test:00787,wrong_amount_of_cash_received,f7aa4b17adf92f26cbbee867d4a876ca3a247730cf0ddfd5c4a1a46612d7f08e,a058f377142222479840344a6d04eb9475a90d4cfbd7ac84e21b415003ed8f9d,official route changes from verify_top_up to wrong_amount_of_cash_received,ORDINARY,lower_proxy_risk,ELIGIBLE,1
155,BANKING77,test,banking77:test:02002,verify_source_of_funds,banking77:test:01281,visa_or_mastercard,62a30397ea95fe7edce92786fbb330b98a21d326fbc0ae6b8840bcf3fa118422,1b3154d1eb9103965a38df3cb254df6904977ac45133de23b41ecaa4cfb0058d,official route changes from verify_source_of_funds to visa_or_mastercard,ORDINARY,lower_proxy_risk,ELIGIBLE,1
156,BANKING77,test,banking77:test:03002,verify_my_identity,banking77:test:00788,wrong_amount_of_cash_received,b60a638ea7e6becb967f16b497025afd398bc50f06eef6641c187db1fe5303ff,772f39c3ca0d6d164ef224ef0273bf087051d6c45d36a86ed7c4a1b602b06a00,official route changes from verify_my_identity to wrong_amount_of_cash_received,ORDINARY,lower_proxy_risk,ELIGIBLE,1
157,BANKING77,test,banking77:test:01202,unable_to_verify_identity,banking77:test:00789,wrong_amount_of_cash_received,0c8d8b61955d0fa90f15d71cf3bf84e61964d6d20182b12e67787ba40eaa2e14,bb5cbc778c68e5a608a3fa45dd1f2c5275bf305c0d665b2606f229317efa42d0,official route changes from unable_to_verify_identity to wrong_amount_of_cash_received,ORDINARY,lower_proxy_risk,ELIGIBLE,1
158,BANKING77,test,banking77:test:02042,transfer_timing,banking77:test:00790,wrong_amount_of_cash_received,8a52988f97448d8d490db72a36957aba0dcd7b31e864e6b74beae47433118d81,22d3ab098ca9574a4cb7b7a5b1c10de9c307ed8565c25178eca5836d09995f04,official route changes from transfer_timing to wrong_amount_of_cash_received,ORDINARY,lower_proxy_risk,ELIGIBLE,1
159,BANKING77,test,banking77:test:02322,transfer_into_account,banking77:test:00791,wrong_amount_of_cash_received,37895016dedacb1db8da4ba1afa1fb28a0a94175af206ef0ac4844e50818f830,d108bd007e7d135a1d63dca87d9dcb045dd29f1db1ed18b2a6c175775ebf5fda,official route changes from transfer_into_account to wrong_amount_of_cash_received,ORDINARY,lower_proxy_risk,ELIGIBLE,1
160,BANKING77,test,banking77:test:02202,transfer_fee_charged,banking77:test:00792,wrong_amount_of_cash_received,1d43c7ed062fd438ff5fe8c8e3230f2d5c85c3ea0b35f397634a792aabd94998,2a1b1596dc4cee9aa39452c2cf48b9b17c4b466e6e6225eae722a7570936a220,official route changes from transfer_fee_charged to wrong_amount_of_cash_received,ORDINARY,lower_proxy_risk,ELIGIBLE,1
